序号,代码,名称,研报数,机构投资评级(近六个月)-买入,机构投资评级(近六个月)-增持,机构投资评级(近六个月)-中性,机构投资评级(近六个月)-减持,机构投资评级(近六个月)-卖出,2025预测每股收益,2026预测每股收益,2027预测每股收益,2028预测每股收益
2180,688319,欧林生物,2,1.0,1.0,0.0,0.0,0.0,0.05490781916,-0.005,0.145,0.205
2181,688190,云路股份,2,2.0,0.0,0.0,0.0,0.0,2.453247766167,3.06,3.485,3.98
2182,688273,麦澜德,2,2.0,0.0,0.0,0.0,0.0,1.0262976887,1.135,1.3,1.5
2183,301328,维峰电子,2,2.0,0.0,0.0,0.0,0.0,0.620218959769,0.87,1.06,1.35
2184,688157,松井股份,2,1.0,1.0,0.0,0.0,0.0,0.107404739465,0.3,0.565,0.985
2185,301058,中粮科工,2,2.0,0.0,0.0,0.0,0.0,0.447557702053,0.475,0.495,0.515
2186,688584,上海合晶,2,2.0,0.0,0.0,0.0,0.0,0.18731407864,0.25,0.395,0.565
2187,300492,华图山鼎,2,2.0,0.0,0.0,0.0,0.0,0.8740132398,1.865,2.445,3.14
2188,301093,华兰股份,2,2.0,0.0,0.0,0.0,0.0,0.282340628519,0.56,0.75,0.945
2189,603773,沃格光电,2,1.0,1.0,0.0,0.0,0.0,-0.705007382567,0.23,0.68,1.29
2190,688425,铁建重工,2,0.0,2.0,0.0,0.0,0.0,0.278059290992,0.265,0.28,0.31
2191,603269,海鸥股份,2,2.0,0.0,0.0,0.0,0.0,0.267810913687,0.43,0.633333333333,0.803333333333
2192,601860,紫金银行,2,0.0,2.0,0.0,0.0,0.0,0.339913016905,0.355,0.365,0.385
2193,688523,航天环宇,2,1.0,1.0,0.0,0.0,0.0,0.116980986999,0.145,0.2,0.25
2194,301611,珂玛科技,2,0.0,2.0,0.0,0.0,0.0,0.663044861261,0.885,1.475,2.185
2195,688663,新风光,2,1.0,1.0,0.0,0.0,0.0,0.4837195387,1.39,2.195,3.595
2196,002871,伟隆股份,2,0.0,2.0,0.0,0.0,0.0,0.532784872155,0.57,0.735,0.93
2197,603719,良品铺子,2,0.0,2.0,0.0,0.0,0.0,-0.37100108502,0.14,0.226666666667,0.266666666667
2198,688023,安恒信息,2,2.0,0.0,0.0,0.0,0.0,-0.562751734441,0.79,1.315,1.595
2199,603881,数据港,2,1.0,1.0,0.0,0.0,0.0,0.160938190928,0.205,0.24,0.28
2200,688269,凯立新材,2,1.0,1.0,0.0,0.0,0.0,0.83438013083,1.595,2.075,2.755
2201,301068,大地海洋,2,2.0,0.0,0.0,0.0,0.0,-0.225630074815,1.07,1.45,1.765
2202,300994,久祺股份,2,1.0,1.0,0.0,0.0,0.0,0.635063580236,0.77,0.95,
2203,002373,千方科技,2,2.0,0.0,0.0,0.0,0.0,0.169876739266,0.25,0.34,0.54
2204,920101,志高机械,2,1.0,1.0,0.0,0.0,0.0,0.899562721111,1.575,1.955,1.6
2205,688158,优刻得,2,0.0,2.0,0.0,0.0,0.0,-0.159653892465,0.205,0.41,0.615
2206,000059,华锦股份,2,2.0,0.0,0.0,0.0,0.0,-1.102443412776,0.555,0.515,0.575
2207,600572,康恩贝,2,2.0,0.0,0.0,0.0,0.0,0.186865123976,0.24,0.29,0.34
2208,600320,振华重工,2,0.0,2.0,0.0,0.0,0.0,0.13922442641,0.254,0.3125,0.3895
2209,600379,宝光股份,2,2.0,0.0,0.0,0.0,0.0,0.155356620782,0.243333333333,0.4,0.546666666667
2210,688799,华纳药厂,2,1.0,1.0,0.0,0.0,0.0,1.783034081504,1.345,1.555,1.8
2211,002233,塔牌集团,2,1.0,1.0,0.0,0.0,0.0,0.540000772346,0.475,0.52,0.565
2212,002130,沃尔核材,2,2.0,0.0,0.0,0.0,0.0,0.817114586645,1.13,1.49,1.81
2213,600362,江西铜业,2,1.0,1.0,0.0,0.0,0.0,2.059124762595,4.795,5.09,5.275
2214,600064,南京高科,2,2.0,0.0,0.0,0.0,0.0,1.057726179948,1.255,1.415,1.58
2215,600037,歌华有线,2,1.0,0.0,1.0,0.0,0.0,0.024654163329,0.13,0.14,
2216,920100,三协电机,2,0.0,2.0,0.0,0.0,0.0,0.58450697657,0.665,0.835,1.05
2217,301196,唯科科技,2,1.0,1.0,0.0,0.0,0.0,1.564636536836,2.25,3.0,4.86
2218,002673,西部证券,2,0.0,1.0,1.0,0.0,0.0,0.392352760671,0.46,0.53,0.575
2219,300657,弘信电子,2,1.0,1.0,0.0,0.0,0.0,0.305372459216,0.705,1.235,1.735
2220,002515,金字火腿,2,1.0,1.0,0.0,0.0,0.0,0.020900923921,0.02,0.025,0.04
2221,000685,中山公用,2,0.0,2.0,0.0,0.0,0.0,1.280451163368,1.495,1.565,1.685
2222,600397,江钨装备,2,2.0,0.0,0.0,0.0,0.0,-0.294291592091,0.075,0.09,0.1
2223,301507,民生健康,2,1.0,1.0,0.0,0.0,0.0,0.333165755468,0.315,0.44,0.63
2224,300351,永贵电器,2,2.0,0.0,0.0,0.0,0.0,0.160701408624,0.335,0.44,0.545
2225,002614,奥佳华,2,1.0,1.0,0.0,0.0,0.0,0.019678987758,0.14,0.17,0.2
2226,301479,弘景光电,2,2.0,0.0,0.0,0.0,0.0,1.547967621674,2.45,3.395,4.65
2227,301290,东星医疗,2,2.0,0.0,0.0,0.0,0.0,-0.378746089353,1.185,1.985,2.42
2228,688737,中自科技,2,1.0,1.0,0.0,0.0,0.0,-0.472206447233,0.7,1.125,1.75
2229,300088,长信科技,2,2.0,0.0,0.0,0.0,0.0,0.081512043367,0.155,0.24,0.335
2230,603005,晶方科技,2,2.0,0.0,0.0,0.0,0.0,0.566749050165,0.82,1.12,1.45
2231,920036,觅睿科技,2,1.0,1.0,0.0,0.0,0.0,1.454258666105,1.82,2.33,2.865
2232,920556,雅达股份,2,0.0,2.0,0.0,0.0,0.0,0.145058003282,0.205,0.245,0.305
2233,605198,安德利,2,1.0,1.0,0.0,0.0,0.0,1.007493649112,0.92,1.08,1.235
2234,300698,万马科技,2,1.0,1.0,0.0,0.0,0.0,0.351065168433,0.755,1.09,1.46
2235,688418,震有科技,2,0.0,2.0,0.0,0.0,0.0,-0.344572992775,0.505,0.99,1.95
2236,301317,鑫磊股份,2,1.0,1.0,0.0,0.0,0.0,1.788740375215,0.605,1.395,3.315
2237,300540,蜀道装备,2,1.0,1.0,0.0,0.0,0.0,0.263986148009,0.415,0.505,0.665
2238,920261,一诺威,2,0.0,2.0,0.0,0.0,0.0,0.641229051429,0.885,1.095,1.43
2239,920943,优机股份,2,0.0,2.0,0.0,0.0,0.0,0.716530488977,0.81,0.935,1.09
2240,600469,风神股份,2,2.0,0.0,0.0,0.0,0.0,0.264717250194,0.37,0.595,0.83
2241,601608,中信重工,2,0.0,2.0,0.0,0.0,0.0,0.081986564108,0.1,0.13,0.16
2242,605196,华通线缆,2,1.0,1.0,0.0,0.0,0.0,0.559118529077,1.32,2.8,6.03
2243,603990,麦迪科技,2,1.0,1.0,0.0,0.0,0.0,0.12828474933,0.225,0.32,0.4
2244,605286,同力天启,2,2.0,0.0,0.0,0.0,0.0,1.182660216369,1.61,3.2,4.18
2245,603896,寿仙谷,2,1.0,1.0,0.0,0.0,0.0,0.091676318042,0.56,0.675,0.785
2246,603926,铁流股份,2,2.0,0.0,0.0,0.0,0.0,0.332530156336,0.645,0.795,0.995
2247,000987,越秀资本,2,2.0,0.0,0.0,0.0,0.0,0.701470824975,0.835,0.945,1.065
2248,300872,天阳科技,2,2.0,0.0,0.0,0.0,0.0,-0.282994829154,0.185,0.305,0.455
2249,920016,中草香料,2,0.0,2.0,0.0,0.0,0.0,0.248702096826,0.33,0.415,0.515
2250,301665,泰禾股份,2,1.0,1.0,0.0,0.0,0.0,1.035004052467,1.245,1.515,1.805
2251,300841,康华生物,2,2.0,0.0,0.0,0.0,0.0,1.692213794498,2.083333333333,2.433333333333,2.753333333333
2252,603237,五芳斋,2,2.0,0.0,0.0,0.0,0.0,0.62046612696,0.685,0.775,0.865
2253,000920,沃顿科技,1,0.0,1.0,0.0,0.0,0.0,0.466647458017,0.57,0.68,0.82
2254,603196,璞源材料,1,0.0,0.0,1.0,0.0,0.0,0.042964815138,0.78,1.05,1.31
2255,000906,浙商中拓,1,1.0,0.0,0.0,0.0,0.0,0.313833697662,0.72,1.02,1.16
2256,688225,亚信安全,1,0.0,1.0,0.0,0.0,0.0,-1.114424880428,0.17,0.61,
2257,000915,华特达因,1,0.0,1.0,0.0,0.0,0.0,2.283441171339,2.425,2.65,2.87
2258,601798,蓝科高新,1,0.0,1.0,0.0,0.0,0.0,0.137190049464,0.18,0.22,0.27
2259,300835,龙磁科技,1,1.0,0.0,0.0,0.0,0.0,1.412913070743,1.87,4.69,9.93
2260,002334,英威腾,1,0.0,1.0,0.0,0.0,0.0,0.254037550414,0.3,0.34,0.39
2261,600871,石化油服,1,0.0,1.0,0.0,0.0,0.0,0.034754412993,0.04,0.05,0.05
2262,300996,普联软件,1,0.0,1.0,0.0,0.0,0.0,0.186914283344,0.39,0.46,0.53
2263,603303,得邦照明,1,0.0,1.0,0.0,0.0,0.0,0.554111714364,0.62,0.67,0.72
2264,002887,绿茵生态,1,1.0,0.0,0.0,0.0,0.0,0.396817772684,0.46,0.53,0.61
2265,605018,长华集团,1,1.0,0.0,0.0,0.0,0.0,0.202607245322,0.29,0.35,0.43
2266,920160,北矿检测,1,1.0,0.0,0.0,0.0,0.0,0.68169891852,0.79,0.94,
2267,600206,有研新材,1,1.0,0.0,0.0,0.0,0.0,0.312785470378,0.53,0.72,0.85
2268,688370,丛麟科技,1,0.0,1.0,0.0,0.0,0.0,0.168960041239,0.46,0.66,0.9
2269,603936,博敏电子,1,1.0,0.0,0.0,0.0,0.0,0.010245204276,0.32,0.64,0.95
2270,603132,金徽股份,1,1.0,0.0,0.0,0.0,0.0,0.55446418636,0.7,0.85,1.02
2271,002060,广东建工,1,1.0,0.0,0.0,0.0,0.0,0.295357826347,0.31,0.33,0.35
2272,300712,永福股份,1,0.0,1.0,0.0,0.0,0.0,0.12564288128,0.46,0.62,
2273,688566,吉贝尔,1,0.0,1.0,0.0,0.0,0.0,1.300865430053,1.23,1.5,1.94
2274,300608,思特奇,1,0.0,1.0,0.0,0.0,0.0,-0.517366614262,-0.14,0.01,0.22
2275,600455,博通股份,1,0.0,1.0,0.0,0.0,0.0,0.711024748311,0.78,0.86,1.02
2276,600310,广西能源,1,1.0,0.0,0.0,0.0,0.0,-0.143928793522,0.17,0.21,0.24
2277,002903,宇环数控,1,0.0,1.0,0.0,0.0,0.0,-0.126043810383,0.08,0.19,0.26
2278,688238,和元生物,1,0.0,1.0,0.0,0.0,0.0,-0.362171214571,-0.3,-0.2,
2279,301499,维科精密,1,1.0,0.0,0.0,0.0,0.0,0.389485594019,0.47,0.71,0.95
2280,301207,华兰疫苗,1,1.0,0.0,0.0,0.0,0.0,0.304344960655,0.36,0.43,0.52
2281,301600,慧翰股份,1,1.0,0.0,0.0,0.0,0.0,1.523019934847,2.2,2.96,4.18
2282,001223,欧克科技,1,1.0,0.0,0.0,0.0,0.0,0.312611244843,0.99,1.65,
2283,000036,华联控股,1,0.0,1.0,0.0,0.0,0.0,0.049967568961,0.07,0.13,0.14
2284,000810,创维数字,1,0.0,1.0,0.0,0.0,0.0,0.156376228542,0.29,0.35,0.38
2285,002969,嘉美包装,1,1.0,0.0,0.0,0.0,0.0,0.078835246448,0.11,0.12,0.14
2286,003019,宸展光电,1,0.0,1.0,0.0,0.0,0.0,1.097371264375,1.22,1.7,2.02
2287,301555,惠柏新材,1,0.0,1.0,0.0,0.0,0.0,0.789776047155,1.1,1.61,2.19
2288,301489,思泉新材,1,0.0,1.0,0.0,0.0,0.0,0.518170273548,3.49,7.32,10.2
2289,601568,北元化工,1,1.0,0.0,0.0,0.0,0.0,0.027264982313,0.3,0.4,0.51
2290,002382,蓝帆医疗,1,0.0,1.0,0.0,0.0,0.0,-0.753223318889,0.48,0.55,
2291,301191,菲菱科思,1,1.0,0.0,0.0,0.0,0.0,0.670085585035,1.31,2.42,3.65
2292,300192,科德教育,1,0.0,1.0,0.0,0.0,0.0,0.268421129453,0.41,0.45,0.5
2293,301568,思泰克,1,0.0,1.0,0.0,0.0,0.0,1.082350761778,1.46,2.05,2.97
2294,603096,新经典,1,1.0,0.0,0.0,0.0,0.0,0.499260444659,0.51,0.54,0.56
2295,605339,南侨食品,1,0.0,1.0,0.0,0.0,0.0,0.095850081657,0.14,0.17,0.18
2296,000862,银星能源,1,1.0,0.0,0.0,0.0,0.0,0.048439050569,0.25,0.3,0.35
2297,002066,瑞泰科技,1,0.0,1.0,0.0,0.0,0.0,-0.245927780356,0.34,0.43,0.6
2298,002053,云南能投,1,1.0,0.0,0.0,0.0,0.0,0.256641731474,0.76,0.9,0.99
2299,603285,键邦股份,1,1.0,0.0,0.0,0.0,0.0,0.849018600125,1.25,1.54,2.9
2300,688633,星球石墨,1,1.0,0.0,0.0,0.0,0.0,0.99197134682,1.66,2.27,2.98
2301,600531,豫光金铅,1,1.0,0.0,0.0,0.0,0.0,0.711253389013,0.71,0.75,0.85
2302,603118,共进股份,1,0.0,1.0,0.0,0.0,0.0,0.098799839316,0.32,0.41,0.54
2303,603311,金海高科,1,0.0,1.0,0.0,0.0,0.0,0.332758199778,0.39,0.49,0.62
2304,300531,优博讯,1,1.0,0.0,0.0,0.0,0.0,0.259806438581,0.4,0.56,0.74
2305,301292,海科新源,1,1.0,0.0,0.0,0.0,0.0,-0.80994977903,4.56,5.69,6.72
2306,300689,澄天伟业,1,1.0,0.0,0.0,0.0,0.0,0.132972548097,0.43,1.48,2.27
2307,300004,南风股份,1,0.0,1.0,0.0,0.0,0.0,0.064589049915,0.12,0.22,0.41
2308,920946,森萱医药,1,0.0,1.0,0.0,0.0,0.0,0.307985265871,0.39,0.45,0.52
2309,688125,安达智能,1,1.0,0.0,0.0,0.0,0.0,-1.311352532887,0.65,1.83,3.08
2310,300843,胜蓝股份,1,1.0,0.0,0.0,0.0,0.0,0.683490927744,1.26,2.09,3.48
2311,002228,合兴包装,1,0.0,1.0,0.0,0.0,0.0,0.085286087141,0.19,0.19,
2312,920177,恒道科技,1,0.0,1.0,0.0,0.0,0.0,1.513884272745,1.75,1.96,2.21
2313,600479,千金药业,1,0.0,1.0,0.0,0.0,0.0,0.581648249494,0.77,0.89,1.02
2314,601515,衢州东峰,1,0.0,1.0,0.0,0.0,0.0,-0.231989188408,-0.08,0.01,0.01
2315,301287,康力源,1,0.0,0.0,1.0,0.0,0.0,1.041597224989,0.97,1.11,1.38
2316,002862,实丰文化,1,1.0,0.0,0.0,0.0,0.0,-1.031123314355,0.18,0.21,
2317,601698,中国卫通,1,0.0,1.0,0.0,0.0,0.0,0.104449820993,0.13,0.17,0.23
2318,688172,燕东微,1,0.0,1.0,0.0,0.0,0.0,-0.285655891521,-0.92,-1.22,-0.98
2319,600369,西南证券,1,0.0,1.0,0.0,0.0,0.0,0.159873021947,0.19,0.21,0.22
2320,601686,友发集团,1,1.0,0.0,0.0,0.0,0.0,0.459511136731,0.48,0.53,0.59
2321,000989,九芝堂,1,1.0,0.0,0.0,0.0,0.0,0.260067222556,0.355,0.425,0.475
2322,920056,能之光,1,0.0,1.0,0.0,0.0,0.0,0.673619261075,0.74,0.9,1.0
2323,688611,杭州柯林,1,1.0,0.0,0.0,0.0,0.0,-0.019867818809,0.45,0.73,0.93
2324,603324,盛剑科技,1,0.0,1.0,0.0,0.0,0.0,-0.113321363446,0.48,1.38,2.44
2325,300057,万顺新材,1,1.0,0.0,0.0,0.0,0.0,-0.183808295643,0.08,0.16,0.26
2326,300717,华信新材,1,1.0,0.0,0.0,0.0,0.0,0.535543405011,0.62,0.86,1.19
2327,300566,激智科技,1,1.0,0.0,0.0,0.0,0.0,0.777102912565,1.04,1.3,1.65
2328,600780,通宝能源,1,0.0,1.0,0.0,0.0,0.0,0.565342161258,0.581,0.61,0.637
2329,920425,乐创技术,1,0.0,1.0,0.0,0.0,0.0,0.318789284906,0.57,0.67,
2330,002029,七匹狼,1,0.0,1.0,0.0,0.0,0.0,0.471833715163,0.44,0.45,0.46
2331,001227,兰州银行,1,0.0,1.0,0.0,0.0,0.0,0.327408890042,0.33,0.34,0.36
2332,301026,浩通科技,1,0.0,1.0,0.0,0.0,0.0,0.786140765637,1.37,1.54,1.71
2333,603685,晨丰科技,1,1.0,0.0,0.0,0.0,0.0,0.087140418518,0.4,0.79,1.06
2334,301189,奥尼电子,1,1.0,0.0,0.0,0.0,0.0,-0.958826526088,0.9,2.3,5.0
2335,601778,晶科科技,1,1.0,0.0,0.0,0.0,0.0,0.088596986396,0.04,0.11,0.19
2336,603788,宁波高发,1,0.0,1.0,0.0,0.0,0.0,0.969189603502,1.08,1.26,1.46
2337,002685,华东重机,1,1.0,0.0,0.0,0.0,0.0,0.066215441759,0.32,0.39,0.48
2338,300077,国民技术,1,1.0,0.0,0.0,0.0,0.0,-0.170201467705,0.02,0.44,0.81
2339,002687,乔治白,1,0.0,1.0,0.0,0.0,0.0,0.169214485222,0.18,0.21,0.23
2340,301459,丰茂股份,1,1.0,0.0,0.0,0.0,0.0,0.879134757921,1.36,1.86,2.47
2341,688813,泰金新能,1,1.0,0.0,0.0,0.0,0.0,1.275694675313,2.01,2.53,3.15
2342,002110,三钢闽光,1,0.0,1.0,0.0,0.0,0.0,0.011154539878,0.1,0.3,0.41
2343,688371,菲沃泰,1,1.0,0.0,0.0,0.0,0.0,0.090053490786,0.19,0.3,0.45
2344,920685,新芝生物,1,0.0,1.0,0.0,0.0,0.0,0.384683968337,0.49,0.54,0.62
2345,301666,大普微,1,0.0,1.0,0.0,0.0,0.0,-1.101911191731,6.25,12.51,20.5
2346,603275,众辰科技,1,1.0,0.0,0.0,0.0,0.0,1.207147868656,1.32,1.43,1.53
2347,301628,强达电路,1,1.0,0.0,0.0,0.0,0.0,1.603797019202,2.06,2.72,3.56
2348,600794,保税科技,1,0.0,1.0,0.0,0.0,0.0,-0.076494848753,0.13,0.15,0.17
2349,600601,方正科技,1,0.0,1.0,0.0,0.0,0.0,0.11048810774,0.29,0.41,0.43
2350,603687,大胜达,1,1.0,0.0,0.0,0.0,0.0,0.140203840336,0.18,0.29,0.51
2351,002157,正邦科技,1,0.0,1.0,0.0,0.0,0.0,-0.059072717646,0.01,0.07,0.13
2352,688107,安路科技,1,1.0,0.0,0.0,0.0,0.0,-0.679681690329,-0.45,-0.24,0.03
2353,301389,隆扬电子,1,1.0,0.0,0.0,0.0,0.0,0.366057059965,0.61,0.895,1.05
2354,688166,博瑞医药,1,1.0,0.0,0.0,0.0,0.0,0.12509249084,0.22,1.06,1.85
2355,920992,中科美菱,1,0.0,1.0,0.0,0.0,0.0,0.197528262055,0.23,0.26,0.3
2356,600509,天富能源,1,1.0,0.0,0.0,0.0,0.0,0.167408109829,0.46,0.58,0.69
2357,688576,西山科技,1,1.0,0.0,0.0,0.0,0.0,0.767380340835,1.92,2.48,3.09
2358,300959,线上线下,1,0.0,1.0,0.0,0.0,0.0,-0.136156764898,0.4,0.48,0.56
2359,301176,逸豪新材,1,0.0,1.0,0.0,0.0,0.0,-0.346738606375,0.38,0.79,1.33
2360,002708,光洋股份,1,1.0,0.0,0.0,0.0,0.0,0.17964489989,0.52,0.74,0.86
2361,600478,科力远,1,0.0,1.0,0.0,0.0,0.0,0.082870505373,0.14,0.18,0.27
2362,920220,朗信电气,1,0.0,1.0,0.0,0.0,0.0,1.98802629138,2.2,2.68,3.27
2363,301295,美硕科技,1,1.0,0.0,0.0,0.0,0.0,0.223735323313,0.57,0.9,1.26
2364,002753,永东股份,1,1.0,0.0,0.0,0.0,0.0,0.090831266477,0.22,0.43,0.6
2365,000620,盈新发展,1,1.0,0.0,0.0,0.0,0.0,-0.19978386779,0.04,0.07,0.11
2366,603538,美诺华,1,1.0,0.0,0.0,0.0,0.0,0.300738085804,0.44,0.57,0.71
2367,605208,永茂泰,1,1.0,0.0,0.0,0.0,0.0,0.204593586986,,,
2368,600980,北矿科技,1,1.0,0.0,0.0,0.0,0.0,0.644506053253,0.821,0.994,1.231
2369,920167,同享科技,1,0.0,1.0,0.0,0.0,0.0,0.197213870295,1.19,1.46,1.78
2370,600586,金晶科技,1,1.0,0.0,0.0,0.0,0.0,-0.412573828122,0.08,0.28,0.55
2371,301000,肇民科技,1,1.0,0.0,0.0,0.0,0.0,0.61244686674,0.66,0.79,0.94
2372,300200,高盟新材,1,1.0,0.0,0.0,0.0,0.0,0.24126801739,0.42,0.51,0.54
2373,300676,华大基因,1,0.0,1.0,0.0,0.0,0.0,-1.474133343158,0.27,0.34,0.43
2374,688338,赛科希德,1,1.0,0.0,0.0,0.0,0.0,0.844120075484,0.87,1.0,1.18
2375,000950,重药控股,1,1.0,0.0,0.0,0.0,0.0,0.225782405913,0.255,0.27,0.34
2376,688667,菱电电控,1,1.0,0.0,0.0,0.0,0.0,2.573891906849,3.09,12.54,15.88
2377,688276,百克生物,1,1.0,0.0,0.0,0.0,0.0,-0.634777955148,-0.105,0.015,0.09
2378,002945,华林证券,1,0.0,1.0,0.0,0.0,0.0,0.187493042504,,,
2379,002117,东港股份,1,0.0,1.0,0.0,0.0,0.0,0.27527020539,0.31,0.34,
2380,300997,欢乐家,1,0.0,1.0,0.0,0.0,0.0,0.101557028943,0.1,0.13,0.15
2381,688365,光云科技,1,1.0,0.0,0.0,0.0,0.0,-0.061183358326,0.05,0.09,0.24
2382,603878,武进不锈,1,0.0,1.0,0.0,0.0,0.0,0.141885270616,0.19,0.19,0.23
2383,600771,广誉远,1,0.0,1.0,0.0,0.0,0.0,0.128793960277,0.24,0.32,0.41
2384,301183,东田微,1,1.0,0.0,0.0,0.0,0.0,1.256136661449,3.11,6.86,10.08
2385,001205,盛航股份,1,0.0,1.0,0.0,0.0,0.0,0.577773859045,0.61,0.67,0.76
2386,605287,德才股份,1,1.0,0.0,0.0,0.0,0.0,0.499601055357,0.594,0.676,0.772
2387,605318,法狮龙,1,0.0,1.0,0.0,0.0,0.0,-0.053035910609,0.025,0.065,0.09
2388,603409,汇通控股,1,0.0,1.0,0.0,0.0,0.0,0.784901562241,1.44,1.81,2.14
2389,000048,京基智农,1,0.0,1.0,0.0,0.0,0.0,0.288207976703,0.47,1.15,1.91
2390,001331,胜通能源,1,0.0,1.0,0.0,0.0,0.0,0.044981055204,0.03,0.06,0.08
2391,002655,共达电声,1,1.0,0.0,0.0,0.0,0.0,0.203536392118,0.13,0.28,0.49
2392,600345,长江通信,1,1.0,0.0,0.0,0.0,0.0,0.66493775038,3.11,4.59,6.17
2393,301581,黄山谷捷,1,1.0,0.0,0.0,0.0,0.0,0.687870275,0.71,1.06,1.48
2394,300248,新开普,1,1.0,0.0,0.0,0.0,0.0,0.164020598029,0.25,0.3,0.34
2395,688443,智翔金泰,1,0.0,1.0,0.0,0.0,0.0,-1.460809465665,-1.025,-0.195,0.48
2396,600975,新五丰,1,1.0,0.0,0.0,0.0,0.0,-0.70134565312,-0.72,0.41,0.31
2397,301158,德石股份,1,0.0,1.0,0.0,0.0,0.0,0.597937671339,0.83,1.05,1.37
2398,600420,国药现代,1,1.0,0.0,0.0,0.0,0.0,0.70207341061,0.63,0.69,0.76
2399,002406,远东传动,1,0.0,1.0,0.0,0.0,0.0,0.213929994081,0.29,0.33,0.38
2400,600746,江苏索普,1,1.0,0.0,0.0,0.0,0.0,0.075681319954,0.28,0.34,0.42
2401,000155,川能动力,1,0.0,1.0,0.0,0.0,0.0,0.272182349317,0.71,0.88,1.01
2402,688302,海创药业,1,1.0,0.0,0.0,0.0,0.0,-1.386171613588,-1.135,0.24,1.435
2403,002289,宇顺电子,1,1.0,0.0,0.0,0.0,0.0,-0.05205377325,1.6,2.14,2.87
2404,603033,三维股份,1,1.0,0.0,0.0,0.0,0.0,-0.36643918726,,,
2405,688635,长进光子,1,0.0,1.0,0.0,0.0,0.0,1.021035690082,1.54,2.16,2.83
2406,300243,瑞丰高材,1,1.0,0.0,0.0,0.0,0.0,0.108499783594,0.45,0.72,1.13
2407,300179,四方达,1,0.0,1.0,0.0,0.0,0.0,0.191845383632,0.35,0.6,0.86
2408,688182,灿勤科技,1,1.0,0.0,0.0,0.0,0.0,0.30090703195,0.47,0.66,0.82
2409,003043,华亚智能,1,1.0,0.0,0.0,0.0,0.0,0.587394061425,1.92,2.68,3.67
2410,000417,合百集团,1,1.0,0.0,0.0,0.0,0.0,0.205434435587,0.24,0.28,0.31
2411,000789,万年青,1,0.0,1.0,0.0,0.0,0.0,0.036388405679,0.04,0.07,0.12
2412,688590,新致软件,1,1.0,0.0,0.0,0.0,0.0,-0.407094212844,0.08,0.27,0.47
2413,688785,恒运昌,1,1.0,0.0,0.0,0.0,0.0,1.681499277536,1.72,2.4,3.19
2414,300493,润欣科技,1,1.0,0.0,0.0,0.0,0.0,0.107756477053,0.23,0.35,0.47
2415,301149,隆华新材,1,1.0,0.0,0.0,0.0,0.0,0.254952940977,1.13,1.26,1.49
2416,688360,德马科技,1,0.0,1.0,0.0,0.0,0.0,0.360810117119,0.5,0.65,0.82
2417,601326,秦港股份,1,0.0,1.0,0.0,0.0,0.0,0.287476840373,0.3,0.31,0.32
2418,300272,开能健康,1,0.0,1.0,0.0,0.0,0.0,0.091597283552,0.18,0.23,0.26
2419,688618,三旺通信,1,1.0,0.0,0.0,0.0,0.0,0.326867134012,0.47,0.69,1.02
2420,688709,成都华微,1,0.0,1.0,0.0,0.0,0.0,0.241196826426,0.39,0.52,0.66
2421,603185,弘元绿能,1,1.0,0.0,0.0,0.0,0.0,0.273524172747,0.28,0.66,1.63
2422,300758,七彩化学,1,1.0,0.0,0.0,0.0,0.0,0.153226482871,0.23,0.34,0.43
2423,301169,零点有数,1,0.0,1.0,0.0,0.0,0.0,-0.542835587731,-0.23,-0.05,
2424,600366,宁波韵升,1,1.0,0.0,0.0,0.0,0.0,0.301012950917,0.52,0.7,0.83
2425,301335,天元宠物,1,0.0,1.0,0.0,0.0,0.0,0.460412778066,0.625,0.785,0.83
2426,601158,重庆水务,1,1.0,0.0,0.0,0.0,0.0,0.168497429814,0.18,0.19,0.2
2427,002664,信质集团,1,0.0,1.0,0.0,0.0,0.0,0.327476609187,0.8,1.14,
2428,603618,杭电股份,1,1.0,0.0,0.0,0.0,0.0,-0.432028946853,2.187,3.492,4.272
2429,001267,汇绿生态,1,1.0,0.0,0.0,0.0,0.0,0.112207459991,0.31,0.48,0.62
2430,002127,南极电商,1,1.0,0.0,0.0,0.0,0.0,-0.11468466327,0.1,0.14,0.2
2431,688260,昀冢科技,1,1.0,0.0,0.0,0.0,0.0,-1.583855122417,-0.365,0.47,1.46
2432,300595,欧普康视,1,0.0,1.0,0.0,0.0,0.0,0.536167105024,0.57,0.63,0.685
2433,600664,哈药股份,1,1.0,0.0,0.0,0.0,0.0,0.143575786296,0.24,0.28,0.32
2434,003001,中岩大地,1,1.0,0.0,0.0,0.0,0.0,0.079227161412,0.23,0.48,0.86
2435,002391,长青股份,1,0.0,1.0,0.0,0.0,0.0,0.062406521288,0.2,0.29,
2436,600955,维远股份,1,1.0,0.0,0.0,0.0,0.0,-1.802829109745,1.75,1.81,1.97
2437,002344,海宁皮城,1,0.0,1.0,0.0,0.0,0.0,0.05505052089,0.068,0.075,0.082
2438,300709,精研科技,1,0.0,1.0,0.0,0.0,0.0,0.274951344079,1.25,1.8,2.22
2439,603223,恒通股份,1,0.0,1.0,0.0,0.0,0.0,0.377152989691,0.56,0.66,0.73
2440,600392,盛和资源,1,1.0,0.0,0.0,0.0,0.0,0.47866350226,0.89,1.13,1.41
2441,002183,怡亚通,1,1.0,0.0,0.0,0.0,0.0,-0.122868315751,0.07,0.13,0.17
